file_name,class_id,x,y
Phase101-01.jpg,1,1,1
Phase101-02.jpg,1,1,1
Phase101-03.jpg,1,1,1
Phase101-04.jpg,1,1,1
Phase101-05.jpg,1,1,1
Phase101-06.jpg,1,1,1
Phase101-07.jpg,1,1,1
Phase101-08.jpg,1,1,1
Phase101-09.jpg,1,1,1
Phase101-10.jpg,1,1,1
Phase101-11.jpg,1,1,1
Phase101-12.jpg,1,1,1
Phase101-13.jpg,1,1,1
Phase101-14.jpg,1,1,1
Phase101-15.jpg,1,1,1
Phase101-16.jpg,1,1,1
Phase101-17.jpg,1,1,1
Phase101-18.jpg,1,1,1
Phase101-19.jpg,1,1,1
Phase101-20.jpg,1,1,1
Phase101-21.jpg,1,1,1
Phase101-22.jpg,1,1,1
Phase101-23.jpg,1,1,1
Phase101-24.jpg,1,1,1
Phase101-25.jpg,1,1,1
Phase101-26.jpg,1,1,1
Phase101-27.jpg,1,1,1
Phase101-28.jpg,1,1,1
Phase101-29.jpg,1,1,1
Phase101-30.jpg,1,1,1
Phase102-01.jpg,2,1,2
Phase102-02.jpg,2,1,2
Phase102-03.jpg,2,1,2
Phase102-04.jpg,2,1,2
Phase102-05.jpg,2,1,2
Phase102-06.jpg,2,1,2
Phase102-07.jpg,2,1,2
Phase102-08.jpg,2,1,2
Phase102-09.jpg,2,1,2
Phase102-10.jpg,2,1,2
Phase102-11.jpg,2,1,2
Phase102-12.jpg,2,1,2
Phase102-13.jpg,2,1,2
Phase102-14.jpg,2,1,2
Phase102-15.jpg,2,1,2
Phase102-16.jpg,2,1,2
Phase102-17.jpg,2,1,2
Phase102-18.jpg,2,1,2
Phase102-19.jpg,2,1,2
Phase102-20.jpg,2,1,2
Phase102-21.jpg,2,1,2
Phase102-22.jpg,2,1,2
Phase102-23.jpg,2,1,2
Phase102-24.jpg,2,1,2
Phase102-25.jpg,2,1,2
Phase102-26.jpg,2,1,2
Phase102-27.jpg,2,1,2
Phase102-28.jpg,2,1,2
Phase102-29.jpg,2,1,2
Phase102-30.jpg,2,1,2
Phase103-01.jpg,3,1,3
Phase103-02.jpg,3,1,3
Phase103-03.jpg,3,1,3
Phase103-04.jpg,3,1,3
Phase103-05.jpg,3,1,3
Phase103-06.jpg,3,1,3
Phase103-07.jpg,3,1,3
Phase103-08.jpg,3,1,3
Phase103-09.jpg,3,1,3
Phase103-10.jpg,3,1,3
Phase103-11.jpg,3,1,3
Phase103-12.jpg,3,1,3
Phase103-13.jpg,3,1,3
Phase103-14.jpg,3,1,3
Phase103-15.jpg,3,1,3
Phase103-16.jpg,3,1,3
Phase103-17.jpg,3,1,3
Phase103-18.jpg,3,1,3
Phase103-19.jpg,3,1,3
Phase103-20.jpg,3,1,3
Phase103-21.jpg,3,1,3
Phase103-22.jpg,3,1,3
Phase103-23.jpg,3,1,3
Phase103-24.jpg,3,1,3
Phase103-25.jpg,3,1,3
Phase103-26.jpg,3,1,3
Phase103-27.jpg,3,1,3
Phase103-28.jpg,3,1,3
Phase103-29.jpg,3,1,3
Phase103-30.jpg,3,1,3
Phase104-01.jpg,4,1,4
Phase104-02.jpg,4,1,4
Phase104-03.jpg,4,1,4
Phase104-04.jpg,4,1,4
Phase104-05.jpg,4,1,4
Phase104-06.jpg,4,1,4
Phase104-07.jpg,4,1,4
Phase104-08.jpg,4,1,4
